post_id,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15
TIK20250421001577,0.9616756,-0.14159836,0.6470228,1.4871037,0.8898849,-0.70572025,-0.27176932,-2.2494416,-0.9244532,1.1523387,-0.7471924,2.035343,0.80357474,-1.7514821,-1.6203834,-1.2849379
TIK20250421001606,-0.5450882,-0.70614403,1.8280591,0.83419037,-0.44127384,1.0836174,-1.2003876,-2.1101038,-1.4960638,-0.9671749,-0.8855946,-0.8471954,-1.1851064,-0.20368174,-1.0841727,2.4764614
TIK20250421001612,-0.67346966,-0.15359047,2.8915827,0.48984745,-1.1898338,-1.615757,-2.021726,-0.2957421,-0.27111772,0.21811168,-0.43994787,-0.54701185,-0.9393841,-1.5791475,-1.4417933,-0.23006314
TIK20250421001613,-0.93726575,-0.7679609,2.7327638,2.033407,1.3098791,-0.7575999,0.005310049,-0.57600087,-2.1029806,0.66720897,-1.205086,0.50736666,-1.2192339,1.0034783,0.11254119,-0.83178324
TIK20250421001625,-0.5473294,-1.5711285,0.3188076,1.7474192,1.0363277,-1.6093429,-0.39917737,-0.7926757,-1.8295547,-0.1920505,-2.627387,1.8311849,-0.21151654,-0.6322664,-0.6354431,0.49266306
TIK20250421001674,-0.7456521,0.96887946,1.7114934,1.1057817,-0.30212396,-2.2860014,-1.7548097,-1.4175386,0.7979088,0.24351886,-2.0743923,1.1206135,-1.0231749,0.5675826,-0.530521,0.83645374
TIK20250421001689,0.78156227,0.63827527,1.1369444,1.9217901,0.7599603,-0.27640057,-0.6999787,-0.6568605,-0.17620175,1.4997168,-1.2824794,-0.3114437,-0.5282942,-1.1708484,-2.1080635,1.734502
TIK20250421001717,-0.95501614,-1.305556,1.0678719,0.9740122,2.3571594,-0.7592699,-0.29154095,-2.340699,-0.74727625,-0.38424337,1.1433088,-0.49864742,-1.8418655,-1.1903762,0.6618463,0.77443844
TIK20250421001741,0.014378992,0.5342327,-0.04475215,1.6732851,-0.7466453,-0.49255106,-2.11407,-1.9902993,-0.37978712,0.2685467,-2.7210507,-0.37617984,-0.7292485,-1.4751115,-0.8942765,-0.753729
TIK20250421001753,0.28186616,-1.4471456,0.1012144,2.0614715,-0.012428931,0.80038834,-3.2785368,-0.8701277,-1.0017508,1.0582188,0.72681326,1.320205,-1.3683994,-0.8873045,0.011468626,-0.06031882
TIK20250421001755,1.8837653,-0.9502927,0.7196021,1.1944711,-1.0249186,-0.30702737,-2.21451,-1.6259997,-0.62152064,-0.72951466,-1.2524505,1.3422846,-0.15543468,-1.9322333,0.55359256,1.3700619
TIK20250421001762,0.9294924,-1.1939579,2.20009,1.7094886,0.24730399,0.18859006,0.01167043,-0.7152877,0.31020972,-1.7647914,-0.44632304,1.1874641,-1.1205622,-1.5526721,-1.8731503,-0.47084662
TIK20250421001776,1.6853386,0.6973778,1.460601,-1.3305163,0.09644896,-0.8959447,-2.79613,-1.3158481,-0.6093932,0.70648897,-0.38614175,0.028055757,-1.4658991,-1.758655,-0.22576736,0.1570536
TIK20250421001797,2.2340558,0.89773643,2.5042572,1.8300405,1.0091919,0.3769563,0.24210049,-2.0744429,-0.32871678,-0.58615005,-0.5895661,-0.39104345,-0.6875106,-1.1297472,-0.110507295,0.35232323
TIK20250421001803,1.5450659,-0.38693056,2.0208032,1.2850975,-0.7784801,-1.3711009,-0.64046574,-1.5644906,-2.4089766,0.848952,0.450765,0.9637208,-1.2041483,-0.076539904,0.3907097,-0.7169198
TIK20250421001805,1.0966665,1.2371321,0.48879886,0.10923924,3.5558772,0.29355192,-1.6287708,-1.533163,-1.6472511,0.2988378,-0.8948553,-0.1401861,-0.78134984,0.03456816,-0.21500224,-0.108001
TIK20250421001810,-1.4504848,0.26754346,2.2569013,-0.04062655,1.3517199,-1.063544,-0.8749851,-1.8590596,1.1585337,-0.97971904,-0.5187655,1.2954874,-0.32384476,-0.71642697,-1.4245481,-1.5553877
TIK20250421001815,0.14337389,-0.5203876,1.5943661,0.84890664,1.097678,-1.589206,-0.8784632,-2.1705723,0.5872054,0.438969,1.8821857,-0.16803586,-0.2408203,-2.022001,-1.2276977,0.8498882
TIK20250421001820,0.2941279,-0.6910194,2.1874275,1.5894902,1.2709627,-2.626198,-1.441038,-0.03203276,0.59004486,0.122928046,-0.5082161,1.2530533,0.6738103,-0.56636554,-1.8930004,1.084243
TIK20250421001834,1.057409,-1.4213904,2.4214473,-0.18879746,-0.43047428,-0.53020424,-0.92649573,-2.4162552,-1.1818341,-0.96269935,-0.22311182,-0.21322444,-0.7791673,-0.08173228,-0.71132326,2.059665
TIK20250421001835,0.052147955,0.22599222,2.5934408,-0.20166418,-0.25707233,-0.92118573,-0.8083311,-1.2173918,-0.6673589,0.6301215,-1.5620974,1.4414635,0.12570266,-2.7987757,0.7616849,0.26788285
TIK20250421001844,0.12776627,0.465973,1.2042981,2.108576,2.47721,0.75752705,-2.421667,-0.7437012,0.35337147,1.0392958,-0.1955733,0.4034004,-0.26652977,-1.2606945,-0.91420454,-2.1666505
TIK20250421001870,-0.72466725,-1.5123388,0.72879213,0.98842555,1.3964851,-1.7729115,-0.24351603,-0.9929802,-0.8466166,0.32059422,-1.1863924,1.8145881,-2.2363625,-0.27588174,-1.1117114,-1.0094802
TIK20250421001879,-0.17043766,0.15376195,1.7086589,1.0152797,0.46957612,-0.7262228,0.053380087,-2.7811368,-0.72032547,1.1387519,-0.10674572,1.1109673,-0.84759104,-1.7407526,-0.67248726,-2.3682206
TIK20250421001881,0.27635825,1.5825367,1.001912,0.75704646,0.2850094,-0.079050735,-2.1280653,-1.5595708,0.07075648,-0.20295787,2.0455022,1.1596673,-0.10617403,-1.9796774,0.6424892,-0.0746409
TIK20250421001884,-0.002322678,-0.90680104,2.1199334,0.5971717,-0.49370664,-1.6654127,-2.338485,-0.32004052,0.33450878,-0.4282536,-0.34276986,-0.72327346,-0.7013979,-2.4130936,-1.8159924,-0.22605105
TIK20250421001893,0.53848636,0.54664284,1.3113878,2.017036,1.186566,-0.7238166,-2.1795816,-2.4571078,0.29952994,-0.0092443805,-2.2018886,-0.18642873,0.52969044,0.8977032,0.8521077,0.0912441
TIK20250421001901,0.9365081,-0.30173516,3.2077951,0.9691321,0.91083974,-0.17970876,-0.7075845,-1.1580133,-2.082161,0.70574695,-0.40116045,-0.052982785,-1.1190178,0.8773915,0.8678219,-0.5352195
TIK20250421001915,0.6684911,-0.56058556,-0.8688409,1.1535581,0.5999299,-1.2672585,-1.2206855,-2.6463797,-2.2991698,1.2751895,0.17778102,0.4777093,-0.6494577,0.17125566,-0.9809305,1.2168568
TIK20250421001917,-0.1733836,-1.3278309,0.909209,2.0897315,0.92925984,-0.9913635,-0.21782859,-0.8482622,-2.4727454,-0.05744093,-2.4743216,1.4553752,0.23564973,-0.8053038,-0.090054974,1.2721612
TIK20250421001920,0.37516826,-0.19101101,0.9234624,3.3780575,-0.41311583,-0.6614063,-1.7542222,-1.4378988,0.29353505,0.011786968,-2.2498598,0.57770604,0.47153676,-0.5670329,-0.55608547,-1.1789314
TIK20250421001946,0.7272455,-0.4385152,1.9560483,0.3581703,1.1711227,1.3585007,-2.7267547,0.5176894,-0.4737841,-0.94328886,-0.40720034,-0.2685934,-1.1791658,-1.3066313,-1.4274048,1.3683227
TIK20250421001958,0.059081018,-1.1999397,0.8668763,0.07068356,1.4189527,-0.7765419,-2.5007699,-2.2280881,-1.7307196,0.58991814,0.72570556,-0.7909363,-0.64265,-0.21130037,-0.14670208,-1.7871789
TIK20250421001983,-1.4237027,0.85922164,3.0281048,-0.7542107,0.97355,-1.2582234,-0.510968,-1.1140498,-1.5934845,0.45013282,-0.7925996,0.4950052,-2.1464143,-0.06927692,0.18492913,0.6462443
TIK20250421001984,-0.7948137,-0.47893134,0.1844247,-0.8632062,0.5445009,-0.62039006,-2.766541,-0.33289585,-1.9484713,0.16861217,0.48827797,1.0173413,-2.4910457,-1.6838142,-0.9334362,1.09647
TIK20250421001991,0.5982621,2.0851083,1.6648794,-0.75584227,0.3553557,-0.5700397,-2.9931521,-1.3314706,-0.52151173,0.55633944,-1.1468061,0.7317879,0.12794426,-0.41079128,-0.6663282,-1.364022
TIK20250421001994,-0.66002053,0.5283105,1.9598703,0.7694971,0.47041723,-0.2281436,0.19366698,-2.5539587,-0.64792365,1.079898,-0.47632647,0.49091393,-1.2519778,-1.856892,-0.43859506,-2.161854
TIK20250421002004,-0.678827,-1.2644278,3.0643604,1.9627568,0.07311558,-0.6495823,-0.16681324,-0.63504267,0.23281875,-1.1900377,-0.7251327,0.70911974,-1.7646878,-1.1360497,0.5193669,1.2838371
TIK20250421002006,-0.3913455,-0.84631145,0.77539426,2.433094,0.60799783,1.3754047,-0.2143409,-2.3602753,0.18462852,0.6892301,-1.6880419,0.9446295,-0.92309654,-1.3291048,-0.120057315,0.62256557
TIK20250421002024,0.74459124,0.462819,3.0614817,1.2310537,1.9881704,-0.98576844,-1.2150409,0.61741906,-0.036590915,-0.101911455,-0.15248293,1.7058182,0.25503197,-0.20290475,-1.1335213,1.6729078
TIK20250421002034,-0.6331107,-1.7147967,1.2066681,1.1481484,0.949858,-1.0389003,-1.1481313,-3.5222502,0.8595785,-0.8195582,-1.2352731,0.85705155,-0.98569036,0.6434628,-0.5783522,-1.0393372
TIK20250421002041,1.0562823,-0.021904452,0.9635885,1.0526372,0.97532624,-1.0849506,0.050113548,-2.3757505,-1.1059556,1.3407909,-0.35915178,1.3129612,0.17265947,-1.9558963,-1.5847187,-1.5850916
TIK20250421002058,-0.37222922,-0.6938502,2.0846252,0.9443974,2.1405277,-1.8109533,-1.1673206,0.12800545,0.0992445,0.38156068,-0.7085707,1.8453948,0.8840422,-0.58062226,-1.822241,0.72622913
TIK20250421002064,-1.0273525,-0.15815334,2.7348168,0.667432,1.6539675,0.16267896,-1.4754249,-0.6278184,-0.24502009,0.2330131,1.3633076,0.0849362,-2.4453468,0.4774714,-1.2741444,-0.4641995
TIK20250421002078,-1.2941428,0.6638256,1.6762457,0.95702016,-2.0213084,-0.37946793,-1.3682952,-2.6916764,-0.28932026,0.1410439,0.50124806,-0.060899194,-1.1518811,-1.7864537,-1.4028366,0.8142521
TIK20250421002080,0.30191627,1.0312905,-0.014656446,0.8977617,2.679277,-0.2234759,-2.2514389,-0.5647581,-1.6793278,0.08146643,-1.2499943,0.32263204,-1.2584058,-0.5264194,0.5930387,-1.5003289
TIK20250421002081,0.027632618,-2.4167998,0.38837093,0.6577356,0.41401204,0.80013037,-1.1075631,-1.9432659,-1.7980155,-0.7108293,-0.8349595,-0.2377394,-0.73385507,-2.8561158,-1.1830229,0.33875448
TIK20250421002085,-1.802452,0.020942384,0.46678028,0.17728476,0.013568162,-0.2543802,-1.6356419,-0.9635261,-2.4542034,1.4804924,-0.3246699,0.57049334,-0.19902273,-2.3270495,-1.4976234,-0.4261884
TIK20250421002089,-0.014858597,-1.5028133,1.6604958,1.7195396,-0.20115736,0.74162525,-0.3780401,-1.8030607,-0.6462527,-1.6173313,0.78381425,1.816941,-1.4032247,-1.0634154,-1.0485722,-0.73956
TIK20250421002118,-0.70117915,1.5861958,1.3832781,1.2887448,2.962941,-1.613571,-1.2203695,0.5299572,-1.1895365,-0.29518443,-0.3968831,-0.14090961,0.20490062,-1.8583022,-0.7060523,0.26263642
TIK20250421002126,0.83345675,0.59936327,0.15005466,-0.3689986,0.52930224,0.021148473,-1.8083049,-3.2969172,-0.52759904,-0.79405445,-0.8276039,-0.84111434,-2.4111805,-0.5108738,-0.14511538,0.019715115
TIK20250421002135,1.3471137,0.81203735,1.5800741,0.20804797,1.154337,-1.388302,-0.6921958,-2.0620909,-0.56162125,-2.0145063,-0.6466661,1.7090777,0.16912407,-0.59712416,1.216842,0.36794132
TIK20250421002136,-1.2814435,0.61298037,1.9365058,1.9180703,-1.1135391,0.5059927,-0.99609786,-1.145078,-1.1788412,0.3460735,-0.98894435,2.3459833,-0.4559382,-0.83752286,0.44208196,1.5176234
TIK20250421002150,-0.6381606,-1.3793452,2.2250772,1.1631396,1.1044376,-2.3355522,-0.64708436,-1.49016,-0.4390431,1.0278429,-0.21842021,0.8066251,0.80722886,0.19790722,-1.8462552,0.7623871
TIK20250421002159,0.9805832,-0.3057539,2.5867937,1.6538155,1.5196629,-0.4784163,-2.0689998,1.3937562,0.036526,0.36082703,-0.68108964,1.6279987,0.011418559,-1.0311009,-0.5448058,0.84687185
TIK20250421002164,0.1457226,1.6298811,1.6734346,2.0048196,3.1099234,-0.6316159,-1.6274577,0.21506234,-0.9621054,-0.43618765,0.5628643,-0.8240057,0.32863915,-1.057215,-0.9882028,0.5907778
TIK20250421002170,1.314308,0.089250006,2.2487078,-0.034229815,2.068084,0.5818038,-0.43987846,-0.88700306,-1.7950684,-1.3181938,0.0038303798,0.13820754,0.033366285,-1.9760702,-2.2920687,-0.8911724
TIK20250421002188,0.84578675,0.18751241,1.694628,2.5518858,1.1980083,-0.59600574,-2.2368617,-2.0213985,0.45810553,-0.367157,-1.5719278,-1.0321848,0.7015019,0.37368363,0.36617395,-0.3115902
TIK20250421002198,-1.0318018,0.124131516,1.0089972,-0.45073664,0.19033794,-2.6030903,-2.0883222,-1.4172986,-2.8213937,-0.49381676,-0.6654902,0.44473556,-0.38705432,0.6170442,-1.172834,-0.5546705
TIK20250421002229,-0.9659547,0.31146798,0.112686574,1.5371592,1.3630629,-1.4832153,0.26360542,-1.6532757,-0.9273194,-0.8921791,-1.4876944,0.21352595,-2.9356055,-0.8933604,-0.72806996,0.9558282
TIK20250421002239,-1.1294067,0.25443932,1.1595328,-0.62734604,0.6888753,-2.7193656,-1.9888422,-1.0930122,-2.578562,-0.50360423,-0.7814577,0.67443955,-0.37514195,0.4852097,-1.3549694,-0.48913562
TIK20250421002240,-0.06862805,0.42280546,1.4468997,0.3685115,1.2573436,-1.9100277,-0.7162521,-1.9734757,0.9218198,-0.032474436,1.352222,0.32957986,-0.66531885,-2.3506155,-1.7587701,0.89665556
TIK20250421002266,-1.0453948,0.41569656,1.6203175,1.7054484,-0.5878436,0.44737694,-1.5810221,-0.028816858,-0.95551723,1.3606608,-0.6124161,1.3611045,-2.28931,-0.65578425,-0.71263295,1.5035713
TIK20250421002267,-0.46218577,1.2260771,2.1511989,0.5065805,-0.25505197,1.0075998,-2.8672388,-1.3820478,-1.1559362,-2.3839002,-0.274729,-0.5276628,0.19617477,-0.17152014,-0.5949452,-0.05818423
TIK20250421002278,-0.32352996,1.4329758,1.1261383,-0.7418717,1.439687,-0.106070496,-0.8219406,-0.2606931,-2.0675707,-0.8789372,-1.387967,1.3497827,-1.4289935,-1.3603197,-2.0266852,-0.29079005
TIK20250421002294,1.4252683,-0.87909585,1.6420115,0.11461377,0.94005996,-1.7572225,-2.3883164,-1.5255195,0.73513126,0.8107447,-0.31381673,1.6408443,-0.6356232,0.7760721,-0.65034455,-0.13526922
TIK20250421002297,-0.9947866,-0.26943967,1.5466123,0.4505927,-0.2263079,1.2324817,-1.3682169,-2.176198,-1.5048987,-0.7699387,-0.6916121,-0.53535426,-1.2008269,0.02800409,-1.4389591,2.3988404
TIK20250421002338,-0.7441618,1.973394,-0.31287497,0.5971286,1.0878117,0.9805909,-1.5776565,-2.5342605,-0.6563838,0.25147185,-0.6658977,2.365973,-1.1651272,-1.1616256,-0.11780971,-0.6085759
TIK20250421002344,-0.51091176,1.0802631,-0.14627498,1.1675613,2.138083,-0.08272371,-2.2013974,-0.20186931,-2.597183,0.31010503,-1.712048,0.5541091,-0.40557498,-1.5626386,0.8239282,-0.78935945
TIK20250421002345,-0.27327245,0.33027485,1.3957952,0.4314426,2.0941336,1.2229122,-1.2063935,-3.0402477,-0.11150746,-0.4079277,0.12902667,0.036813345,0.9486811,0.08448169,-1.0527911,1.2270395
TIK20250421002350,-1.16233,-2.1523025,0.7009815,1.4870287,1.1213171,0.3553157,-0.7331718,-1.8885573,-1.497955,-1.5846118,-0.20715724,-0.53230727,-0.2786282,-1.1825533,-2.0421038,0.08510933
TIK20250421002360,0.5448612,-0.32452318,1.1126467,2.889904,0.8499849,-0.6882963,-1.8906127,-0.94875914,-0.08880894,-0.16111018,-1.8631153,-0.009303516,-0.3451411,0.40028483,0.6483317,-1.4810576
TIK20250421002366,-1.207162,-0.5214154,2.4342334,2.2429156,0.5067291,-0.6073976,-0.9753239,-3.1054688,0.7995072,1.3779691,0.36281574,-0.07921404,-0.40031844,-0.9217634,1.0026257,-0.23362468
TIK20250421002383,1.4431635,-0.80812836,0.9557664,-0.15666594,1.8644123,-1.1528122,-3.078565,-0.49929836,-1.368328,-0.34026802,-0.8022811,0.4488921,1.4506196,-1.435812,-0.5525168,-0.07094184
TIK20250422002443,0.119994394,0.5993259,2.2671366,0.51243377,0.24001266,-2.1694973,-1.309482,-0.834044,-1.1740757,0.9265549,1.531009,0.16449018,-0.25939187,-0.92763907,-0.14800139,1.8389034
TIK20250422002458,-3.424965,-0.8853065,1.479997,0.30924687,0.2285371,-0.3059554,-1.3062384,-0.31343508,-1.0229061,0.27521175,-0.42849404,0.38920063,-0.84272605,-2.5459578,-1.236859,0.26463726
TIK20250422002465,-0.3291178,-2.570432,1.0312129,0.72084016,0.8640357,0.735374,-0.93823195,-1.769329,-1.2612016,-0.9908459,-0.49365166,-0.24066262,-0.383741,-2.4473984,-1.6221726,0.72591716
TIK20250422002478,-0.60270274,0.4473675,3.1026862,-0.74786437,2.1055539,-0.23418364,-0.36019555,-1.4171745,-2.2073104,-0.22183992,0.09201946,0.98409504,1.211527,-0.692069,-1.0901027,0.15813598
TIK20250422002483,0.6473819,0.074765176,1.2748715,1.151171,-0.43778062,1.334388,-2.147602,-1.6318079,-0.8309834,-1.2013292,-0.6974392,0.37299567,-0.93840593,-0.93966997,-1.3075695,-2.4080923
TIK20250422002488,1.0335851,0.697288,-0.35969973,0.6494286,2.326435,-0.3354497,-1.2410067,-0.67279816,-2.283752,-0.11943038,-0.8885657,1.0334319,-1.0465986,-1.9200643,1.3222724,0.40967217
TIK20250422002512,-1.5453337,0.9646219,1.2130648,2.002543,1.764601,-0.6841338,-1.6903586,-1.1743839,0.79876465,-0.8778538,0.22999857,-1.1001517,-1.1160918,-1.6378741,0.8459176,1.1972629
TIK20250422002516,-0.8355686,-0.22980838,1.4809694,0.15088058,0.50078696,-0.55674237,-0.19449778,-2.88292,-1.7226671,1.0611295,-1.8382564,-1.2703147,-0.53093463,-0.6269334,-1.0281057,0.6532644
TIK20250422002518,-0.37751147,2.7903209,1.1044564,2.3398728,1.3415861,0.4503304,-1.7120285,-1.4876379,-0.9498853,0.22133645,1.6143684,-1.0637555,-1.9446932,0.41066942,0.14227113,-0.18957272
TIK20250422002546,-1.6696031,1.3675158,0.42185634,0.80186844,0.25806567,-1.6440675,-1.8378315,-0.75439125,-0.26370046,1.9223708,-0.4163191,1.3012135,-1.2229661,-1.7770047,-2.1434608,-0.8718708
TIK20250422002557,-0.16667815,-0.32255492,0.6396311,2.0287082,-0.13314088,-0.41054222,-2.1210783,-1.7399635,-0.66517204,1.0676348,-2.9430664,-0.6744821,-1.24569,-0.7255862,-0.5824592,-1.2999947
TIK20250422002578,0.051571194,0.9336079,1.5148863,1.0905066,1.5550869,-0.5640248,0.18008687,-0.46627703,-1.1112216,-0.28448045,0.85953623,0.51634943,-2.300693,-3.0283935,-0.2814965,0.10288374
TIK20250422002604,-2.5640745,-0.12175782,0.3462901,-0.15131196,0.43657115,-0.47956368,-1.737938,-1.2137971,-1.1171976,0.6827972,-0.6000134,0.5666962,-0.870115,-1.6542181,-2.4075105,-0.018626098
TIK20250422002614,-0.49452978,-0.7037363,2.6958265,1.4138612,0.82931113,-0.7389027,0.67270374,-1.2840053,-0.51658106,-1.1683927,-0.08943573,1.5464034,-2.4706028,-0.7574226,0.47786534,1.5525595
TIK20250422002621,-0.85202724,0.63913965,0.92895555,1.3240792,-0.21143024,-2.3171027,-2.5861478,-0.97091925,-0.16894823,0.11842458,-2.0003903,1.0584342,-1.6723168,1.0649637,-0.1175484,0.5816593
TIK20250422002623,-0.79955,-0.8110992,0.7213322,1.3563839,-0.09959958,-0.4862124,-4.2206798,-1.0705671,-0.119018935,-0.91076976,-0.010784731,-0.5105947,-0.4203363,-0.3625337,0.4649864,0.9235517
TIK20250422002626,0.050531387,-0.5531809,2.223562,0.73378825,-0.83854586,-0.5929784,-0.42824,-1.7517511,-2.28799,-1.378043,0.1410524,-0.6731491,-1.3233267,-0.18555196,-0.7091761,2.0813558
TIK20250422002652,-0.6795772,1.4740437,0.2576806,1.0142213,-0.48890063,-1.1903943,-0.7315776,-2.046123,-3.0606067,-1.5060174,-1.1193011,1.2591231,-0.45070592,-0.5242891,-0.42543122,1.4390881
TIK20250422002654,-0.3420477,1.1777701,-0.3189098,0.76482046,2.036864,-0.78095645,-2.7817256,-0.9913246,-1.3323967,-1.4131764,-0.2573598,0.31729376,0.21920575,-0.0357498,-2.780767,-0.413601
TIK20250422002692,0.79893714,-0.8933593,-0.2240215,1.6141917,2.5476053,0.9547961,-1.5182205,-0.8835497,-1.4144002,-1.788832,-0.197324,1.589494,-1.7290578,0.16237338,-0.83248854,0.32011157
TIK20250422002717,-0.4239964,1.8195596,1.2657063,1.9960116,3.1470616,-0.7210619,-1.2303829,0.26444995,-1.1281514,-0.13569671,0.5282168,-0.4031499,-0.29390204,-0.95906854,-0.7431907,0.52554196
TIK20250422002744,0.39656878,0.15514918,0.6266407,-0.672568,0.7402472,-1.4620517,-2.5320587,-0.21288757,-2.3728592,-0.07284358,0.14010413,-0.19392546,-2.7741914,-0.5198658,-0.71620643,0.5172465
TIK20250422002763,-1.0777041,1.3774451,1.3104745,1.5995778,1.3909063,-0.024162905,-1.0540941,-2.5079198,-1.2581514,-1.5717883,0.29323238,-0.78210014,1.048058,-0.37866077,0.12087237,1.828102
TIK20250422002771,-0.5317568,-0.7184358,1.7860026,0.5008163,0.4711487,0.16874178,-0.9552469,-1.8605431,-0.4258798,0.3106934,-2.420629,0.7306643,1.6563156,-2.2834263,-0.92311704,0.6159567
TIK20250422002774,-0.31674942,-1.4457171,1.4289737,0.6169751,1.698735,-1.5130365,-1.8012042,-0.8145023,-1.1367807,0.8049494,-0.78001165,-0.21729438,-1.2468193,-0.07466379,0.7212778,2.8459444
TIK20250422002781,2.086228,0.77229255,1.7944268,2.2991452,-0.047034692,-1.5225519,-0.6365592,-1.7668023,-0.44410142,-1.4010061,-1.3419013,-0.15425335,-1.1932176,0.2200345,-0.9068281,-0.9083792
TIK20250422002783,2.7427704,0.4444621,1.2375046,-0.65175104,0.25916922,0.058298614,-1.8805367,-2.8149233,-0.9706282,0.50121343,-0.3066428,0.22801256,-0.42462698,-0.8583938,-1.231137,0.59424573
TIK20250422002826,0.85319835,-0.54872787,2.842302,1.0965505,-0.014628762,0.41607678,-0.6142068,-1.2408502,-2.7589517,0.57571524,0.00078542094,0.62142515,-1.4499954,0.6052638,0.20847103,-0.720748
TIK20250422002845,-0.12636572,-1.5376972,0.37432715,-0.11580693,0.9040272,-0.42700303,-2.2656875,-0.17047454,-0.96280515,0.18082449,-0.07218197,0.29137647,-2.7699158,-1.3732138,-1.5522802,1.1106842
TIK20250422002857,0.06843631,-1.3480333,0.5551347,0.8528704,1.1218106,-1.9198815,-0.58856565,-0.61827284,-1.2766511,-0.2493993,-1.1449871,2.2152524,-1.6015924,-0.64826256,-1.1629149,-1.4685117
TIK20250422002863,0.71060646,-0.39936128,-0.9386133,1.9461693,-0.10431983,-1.8133243,-1.520785,-2.4789765,-1.8953859,1.0199128,-0.36883247,0.21536787,-1.4223554,-0.09522753,-1.1258203,0.54751027
TIK20250422002876,1.6688836,-0.73044705,2.7804139,0.4115536,1.3144809,1.106255,-2.066051,-0.8229871,-1.3299495,-0.03327921,1.3971657,2.0266204,-0.34679475,0.04158197,0.0032281643,0.72234416
TIK20250422002888,0.38815573,0.12124722,3.507349,2.1850371,1.6559422,-0.23211105,-0.17621806,-0.24228734,-1.4925077,0.38390023,-1.77431,-0.16710494,-1.3463541,0.4582147,0.6280845,0.1567572
TIK20250422002899,-0.119986564,0.60034466,0.31195924,3.1964746,2.2053668,-0.20507567,-0.6167866,-2.3291588,0.076601766,-0.9962733,0.35812366,0.46662757,-0.14252698,0.39346334,-0.23900476,-0.4716762
TIK20250422002916,-0.24390475,-0.13367064,3.0202858,1.0404162,-1.0191224,0.32646772,-3.028561,-0.90289104,-0.7703053,-1.8091053,-0.41859588,-0.010594871,-0.004845835,0.72127247,-0.2585319,0.2602206
TIK20250422002917,-1.8193287,-1.4007065,2.8769162,1.6451705,0.58302057,-0.34749302,-0.6376478,-0.16670224,-0.32033587,-1.5125787,-0.20936842,0.09531516,-1.2274029,-1.1935792,0.29772365,0.6106025
TIK20250422002918,-0.3051387,-0.6820615,1.1772825,0.9376655,0.7600918,-0.6738064,-1.3814479,0.16123404,-1.0508777,-1.5037197,1.2637147,2.5487442,-0.94954675,-2.237121,-0.7596117,1.6299134
TIK20250422002925,-0.36832473,0.067128696,0.7204059,-1.1069956,0.0006065323,-1.4805123,-2.3173642,-2.9938838,-0.96790606,-0.33450302,-0.6851465,1.27841,0.84229726,0.16602217,-1.3002771,0.834937
TIK20250422002974,0.17434487,-1.2513374,0.40650618,0.77900434,0.9808722,-1.7086886,-0.9240865,-0.43424082,-1.3539907,-0.38182816,-1.191737,2.3981113,-1.3930885,-0.9199421,-1.174578,-1.6510115
